Metric,Mean,Median,Mode,Range,Min,Max,Std Dev,Variance,IQR,Q1,Q3,Coeff of Variation,Entropy
area,9931.818181818182,5786.0,3331.0,16699.0,3331.0,20030.0,6298.179546766334,39667065.60330579,10578.5,4807.0,15385.5,0.6341416477293335,3.4594316186372978
area_convex,11590.181818181818,6565.0,4107.0,21254.0,4107.0,25361.0,7759.684632979989,60212705.603305794,13450.5,5053.5,18504.0,0.6695049960999897,3.4594316186372978
equivalent_diameter_area,9931.818181818182,5786.0,3331.0,16699.0,3331.0,20030.0,6298.179546766335,39667065.603305794,10578.500000000004,4807.0,15385.500000000004,0.6341416477293335,3.4594316186372978
major_axis_length,146.51251464648655,150.70893381661907,94.56484730996537,150.49656041334356,94.56484730996537,245.06140772330892,46.21214058200779,2135.5619371712514,72.94191678623154,104.66512674090062,177.60704352713216,0.31541428862586235,3.4594316186372978
minor_axis_length,90.04884285434566,71.63673214512743,39.84623115323467,139.18904902740465,39.84623115323467,179.03528018063932,41.772850285882264,1744.9710210067337,57.91414134887495,55.769847824203524,113.68398917307847,0.4638910280440805,3.4594316186372978
eccentricity,0.7560478281768511,0.7610417683415519,0.349293665973752,0.6170119107450291,0.349293665973752,0.9663055767187811,0.16154468101614383,0.02609668396460766,0.13931808682754343,0.7237597401127178,0.8630778269402613,0.21366992271599525,3.4594316186372978
orientation,-0.22731967789447333,-0.33314080390482237,-1.2764903596319277,2.84495621788167,-1.2764903596319277,1.568465858249742,0.9114674454562901,0.8307729041266151,1.2340310871932232,-1.0341989322857321,0.1998321549074911,-4.009628439995471,3.4594316186372978
equivalent_diameter,106.72188868574472,85.83102006755863,65.12419614484948,94.57235385246672,65.12419614484948,159.6965499973162,35.44040258741578,1256.022135558107,61.69796780850059,78.22114926824834,139.91911707674893,0.33208185334663876,3.4594316186372978
feret_diameter_max,153.86121536602639,157.20368952413298,95.2732911156112,148.97453384911597,95.2732911156112,244.24782496472716,47.70838545217061,2276.090042452884,79.75960677545513,107.04782859815705,186.80743537361218,0.31007414921736637,3.4594316186372978
solidity,0.8775724241500513,0.8979790601412223,0.7793068096683885,0.20169856254957008,0.7793068096683885,0.9810053722179586,0.06041199885129298,0.0036496096052086244,0.07318727833434535,0.8327716674587007,0.905958945793046,0.06883990105979386,3.4594316186372978
extent,0.6006325814356929,0.6070712593402587,0.46139303482587063,0.2476343014741929,0.46139303482587063,0.7090273363000635,0.07841309833913529,0.006148613991142902,0.0948515930567474,0.5619968106328408,0.6568484036895882,0.13055085715081316,3.4594316186372978
circularity,0.5706985249608633,0.5986523851173317,0.37954014735157593,0.436538869515675,0.37954014735157593,0.8160790168672509,0.12264323749772793,0.0150413637039241,0.15539997365756608,0.4743699576880118,0.6297699313455779,0.2149002181250397,3.4594316186372978
