Metric,Mean,Median,Mode,Range,Min,Max,Std Dev,Variance,IQR,Q1,Q3,Coeff of Variation,Entropy
area,43042.0,49076.0,5359.0,82162.0,5359.0,87521.0,28702.861587056337,823854263.2857143,53694.5,10714.25,64408.75,0.666857060244792,3.8073549220576037
area_convex,44735.28571428572,50726.0,5463.0,82501.0,5463.0,87964.0,29115.707305823213,847724411.9183673,54107.5,12839.0,66946.5,0.6508443355381418,3.8073549220576037
equivalent_diameter_area,43042.0,49076.0,5359.0,82162.0,5359.0,87521.0,28702.861587056337,823854263.2857143,53694.500000000015,10714.250000000002,64408.750000000015,0.666857060244792,3.8073549220576037
major_axis_length,272.4041829005619,297.8868196849394,149.81349608266166,250.6044887093477,149.81349608266166,400.41798479200935,72.34835559311958,5234.284557028476,92.3105697843904,213.34939766611348,305.65996745050387,0.2655919407064668,3.8073549220576037
minor_axis_length,188.6417315396248,225.44196602850752,38.950972069291495,286.1342114093231,38.950972069291495,325.08518347861457,98.03211748254456,9610.29605811142,191.10461700236755,85.26764536239517,276.3722623647627,0.5196735456276949,3.8073549220576037
eccentricity,0.6702891561195508,0.691345196449751,0.2495793859064808,0.7298316010766208,0.2495793859064808,0.9794109869831016,0.2447358707791383,0.059895646446023076,0.3607036107759952,0.5492446456959684,0.9099482564719636,0.365119842003662,3.8073549220576037
orientation,-0.3752779508925744,-0.5917385634424436,-1.5600568237822956,2.9198983200025275,-1.5600568237822956,1.3598414962202319,0.9741488228899405,0.9489659291378567,1.4883639609459467,-1.175912521726991,0.3124514392189557,-2.5958061766565033,3.8073549220576037
equivalent_diameter,216.39845153216197,248.94531047368326,82.60321252975417,251.21589746062097,82.60321252975417,333.8191099903751,89.29998129324231,7974.486658973426,170.56748473763156,115.71156443946084,286.2790491770924,0.4126646039330379,3.8073549220576037
feret_diameter_max,286.63758556236996,302.59587969344557,157.48650735856708,309.23075180376554,157.48650735856708,466.71725916233265,80.48270604015786,6477.465971546464,91.92855307600445,228.60818435795312,320.53673743395757,0.28078210986271895,3.8073549220576037
solidity,0.9424965577517153,0.9754826589335509,0.7269299974295261,0.2680338514177296,0.7269299974295261,0.9949638488472557,0.07226231517058193,0.005221842193812515,0.06030225956889124,0.9285079086514638,0.9888101682203551,0.07667117145017543,3.8073549220576037
extent,0.7117977446348004,0.7566097477461677,0.42400919586186214,0.39398556657734474,0.42400919586186214,0.8179947624392069,0.11578362434748579,0.013405847667039703,0.08797886681093059,0.6936839861924694,0.7816628530034,0.1626636572259589,3.8073549220576037
circularity,0.6719620430969447,0.6957276444402429,0.32988018357884624,0.5704140746844111,0.32988018357884624,0.9002942582632573,0.18253781777203387,0.03332005491697625,0.31821720269571485,0.5246653197416005,0.8428825224373153,0.27164900108159673,3.8073549220576037
