Metric,Mean,Median,Mode,Range,Min,Max,Std Dev,Variance,IQR,Q1,Q3,Coeff of Variation,Entropy
area,6428.153846153846,5210.0,165.0,22786.0,165.0,22951.0,5480.6421977181,30037438.89940829,5076.0,2683.0,7759.0,0.8525997244134612,3.700439718141093
area_convex,7397.7692307692305,5802.0,179.0,28253.0,179.0,28432.0,6771.046676887681,45847073.10059171,5362.0,3144.0,8506.0,0.9152822243663876,3.700439718141093
equivalent_diameter_area,6428.153846153846,5210.0,165.0,22786.0,165.0,22951.0,5480.6421977181,30037438.89940829,5075.999999999999,2683.0,7758.999999999999,0.8525997244134612,3.700439718141093
major_axis_length,114.81724148346706,97.32553811555431,16.821463682281532,257.7526760649287,16.821463682281532,274.57413974721027,58.716187831892825,3447.5907135101193,30.708108077945425,91.85996810250923,122.56807618045465,0.5113882468631471,3.700439718141093
minor_axis_length,66.26015597724773,70.37909654026711,12.775299485376276,106.870189555323,12.775299485376276,119.64548904069927,27.28128431980445,744.2684741380082,33.306662470569044,45.887483999645234,79.19414647021428,0.4117298535966658,3.700439718141093
eccentricity,0.7559767928545935,0.7270304069101635,0.5711643975665585,0.36373095164432223,0.5711643975665585,0.9348953492108807,0.13573469257928636,0.018423906769593375,0.24470168277454507,0.6505490961278941,0.8952507789024392,0.179548755811336,3.700439718141093
orientation,-0.2779248249932921,-0.67809950870768,-1.4873919076616642,3.0262834738376956,-1.4873919076616642,1.5388915661760316,1.0141279067105915,1.0284554111692061,0.8160211443915997,-0.8524920049239852,-0.03647086053238554,-3.64892883079109,3.700439718141093
equivalent_diameter,83.17467761015821,81.44678034195212,14.494292838262302,156.45049588375963,14.494292838262302,170.94478872202194,35.58865944385589,1266.5526810107528,40.94606206788036,58.447426791300586,99.39348885918095,0.4278785378725581,3.700439718141093
feret_diameter_max,117.84060725500233,101.78899744078434,17.46424919657298,261.82771273573894,17.46424919657298,279.29196193231195,59.87338349386198,3584.822051003064,27.213051900811706,94.42986815621421,121.64292005702592,0.5080878730054267,3.700439718141093
solidity,0.8840811346906251,0.876538146021329,0.7929389312977099,0.17264485770196847,0.7929389312977099,0.9655837889996783,0.05066728699955276,0.002567173971895048,0.06212734422966426,0.8596603652675424,0.9217877094972067,0.05731067547016852,3.700439718141093
extent,0.6225066784749129,0.6470588235294118,0.4770378874856487,0.2966734527205369,0.4770378874856487,0.7737113402061856,0.07858175652890653,0.006175092459168345,0.09114502026132898,0.5736781609195403,0.6648231811808692,0.1262343991576524,3.700439718141093
circularity,0.6524662473692225,0.630439512875406,0.4801654299879308,0.36756655700122826,0.4801654299879308,0.8477319869891591,0.12758683177620095,0.016278399642688603,0.23320155090572325,0.5278875773437517,0.7610891282494749,0.19554548957994014,3.700439718141093
