object_id,area,area_convex,equivalent_diameter_area,major_axis_length,minor_axis_length,eccentricity,orientation,equivalent_diameter,feret_diameter_max,solidity,extent,circularity
0,1632.0,1682.0,1631.9999999999995,70.80027503630066,31.34571769903406,0.8966528012092568,-0.02374667424045909,45.58428388170407,73.33484846919642,0.9702734839476813,0.7452054794520548,0.628046343395529
1,1095.0,1131.0,1094.9999999999998,43.14547411101118,33.08980880600779,0.6417238308193575,-0.007887717922185069,37.338951531678056,44.77722635447622,0.9681697612732095,0.85546875,0.8254410591922905
2,2556.0,2658.0,2555.9999999999995,59.10546166246093,55.42241381648452,0.3474814849249881,-0.1253930631540796,57.04735117727269,63.150613615387776,0.9616252821670429,0.710789766407119,0.8498401651531431
3,1547.0,1588.0,1547.0000000000002,71.13628143206911,29.834806417264787,0.9077999186526505,0.004112862537816842,44.38132012125481,75.0066663703967,0.9741813602015114,0.7112643678160919,0.6108368543713941
4,602.0,630.0,602.0,28.714515355554973,26.805907225826807,0.3584951425459557,-0.3617413412871024,27.685559519911603,29.832867780352597,0.9555555555555556,0.7413793103448276,0.8855523001512599
5,376.0,405.0,376.0,22.4676775183203,21.43459640972601,0.29974540608100697,0.07801483109710136,21.880083839428522,24.351591323771842,0.928395061728395,0.7107750472589792,0.8780803355853625
6,8144.0,8298.0,8143.999999999998,105.09159664307388,98.73353213862048,0.34254949945762947,1.3849585652663796,101.82957749260852,107.28000745712129,0.9814413111593155,0.7532371439141694,0.8794955932203015
7,314.0,328.0,314.0,32.44602421854665,13.150336928318781,0.9141842410382022,1.560726715610132,19.994929783493642,34.058772731852805,0.9573170731707317,0.7104072398190046,0.6282822774072448
8,6031.0,6580.0,6030.999999999999,142.1793198292784,58.8954521810657,0.9101705997522649,1.5101529539663126,87.62937689095915,150.26975743641833,0.916565349544073,0.6932183908045977,0.5294330560692205
9,13387.0,13666.0,13387.0,137.11343311140737,124.55382089696606,0.41810253297661504,-1.2003818891475797,130.55595652964143,142.76203977248295,0.9795843699692668,0.7412513842746401,0.8606904716788452
10,8200.0,8341.0,8200.0,126.95236711552728,85.90095806401955,0.7363146657892976,1.497327802654342,102.17907939900581,125.57467897629681,0.9830955520920753,0.7907425265188043,0.7714289546559154
11,332.0,354.0,332.00000000000006,21.13233697774369,20.115027887711022,0.30653286149304027,-0.440372990666025,20.56004690782767,23.08679276123039,0.9378531073446328,0.6859504132231405,0.8973998144884506
12,1280.0,1358.0,1280.0000000000002,45.58483824962682,36.16017862026002,0.6088959187425371,-0.9436670306835651,40.370120352322566,47.634021455258214,0.9425625920471281,0.743321718931475,0.8068871533698979
13,4483.0,4617.0,4483.000000000001,76.10882047831794,75.16182276448264,0.15725946749008077,1.4782668734714484,75.55086286104041,81.04319835741924,0.9709768247779944,0.7373355263157895,0.8549664690040742
14,453.0,478.0,453.0,24.098845865809405,23.972504142174508,0.10226342033090163,1.1239154536782614,24.016192740836935,25.709920264364882,0.9476987447698745,0.7248,0.8984708174579589
15,3173.0,3246.0,3173.0000000000005,64.39181078558491,62.77234253711192,0.2228629795993434,1.4767106020527816,63.56090839065055,66.94027188471824,0.9775107825015403,0.7748473748473749,0.9056746110156907
16,3217.0,3291.0,3216.999999999999,64.86018147846252,63.18929070885251,0.22551984625260033,0.8799675533043037,64.00009074534987,66.57326790837296,0.9775144333029474,0.7498834498834499,0.8919330741155893
17,549.0,569.0,549.0,30.55185379799935,23.351213049635707,0.6448441175919631,0.02856407238779618,26.438769072322643,30.59411708155671,0.9648506151142355,0.7956521739130434,0.8574562978380706
18,1504.0,1553.0,1504.0,44.5925362057011,43.02672224011839,0.2626683186451867,-1.3664512896324426,43.760167678857044,46.647615158762406,0.9684481648422408,0.7595959595959596,0.8880814288293696
19,9130.0,9293.0,9130.0,110.60221448254929,105.16070314210232,0.3098020946943076,0.8008711827273515,107.8177955786151,114.0175425099138,0.982459916065856,0.7755691471287801,0.8896144759845882
20,87.0,93.0,87.00000000000001,12.081257750546547,9.24347395277654,0.6439012828032628,-1.1549941716961696,10.524820207108489,13.152946437965905,0.9354838709677419,0.6692307692307692,0.9570214560689857
21,423.0,437.0,423.0,24.946321919144648,21.90625321694308,0.47841182941576393,-0.6677052289997899,23.207333483685147,26.0,0.9679633867276888,0.6768,0.9182733761293193
22,4727.0,4832.0,4727.0,78.82496850292986,76.45872034842806,0.2431807860625322,-1.2286434811472855,77.57965795208892,83.19855767980596,0.9782698675496688,0.7481798037353593,0.8940241485123527
23,358.0,417.0,357.99999999999994,29.936548224063404,16.456866474764322,0.8353457464462717,1.0804281459004375,21.349935761383176,28.861739379323623,0.8585131894484412,0.608843537414966,0.56255025790831
24,2504.0,2645.0,2504.0,62.16023403591079,52.45674032430024,0.5365076184506389,-0.8496694185540731,56.4640754818216,63.198101237299845,0.9466918714555765,0.6515742909185532,0.8263510102454266
25,3359.0,3402.0,3359.000000000001,86.1904707478298,52.08389695713716,0.7967657093639017,0.02227244433583403,65.39733657241258,85.90692637965812,0.9873603762492651,0.7997619047619048,0.7662212132189619
26,2368.0,2440.0,2368.0,55.84328448312571,54.0831572609339,0.24908763041966184,0.10799764916826261,54.90930014062158,57.48912940721924,0.9704918032786886,0.7688311688311689,0.8819865306820432
27,2516.0,2778.0,2516.0000000000005,66.3006503038323,50.92252531617058,0.6403842561148831,-0.2908399199889194,56.599211077131365,65.0,0.9056875449964003,0.6885604816639299,0.7057917106324263
