Metric,Mean,Median,Mode,Range,Min,Max,Std Dev,Variance,IQR,Q1,Q3,Coeff of Variation,Entropy
area,6019.569620253164,3534.0,326.0,23229.0,159.0,23388.0,6140.095349697825,37700770.90338086,6452.0,1203.0,7655.0,1.0200223167183158,6.253147836784699
area_convex,7476.025316455696,4472.0,182.0,31112.0,182.0,31294.0,8197.381349351806,67197060.98670085,9226.0,1338.5,10564.5,1.096489244265708,6.303780748177103
equivalent_diameter_area,6019.569620253164,3534.0,326.0,23229.0,159.0,23388.0,6140.095349697825,37700770.90338086,6452.0,1203.0,7655.0,1.0200223167183158,6.253147836784699
major_axis_length,115.19789926824375,106.9475454499657,19.828445269372263,340.7998355495132,19.828445269372263,360.62828081888546,73.41426458744672,5389.654244915635,103.61062133985658,56.45964665125521,160.0702679911118,0.637288223602916,6.303780748177103
minor_axis_length,60.29203922044053,49.007790079461934,9.033077059232937,182.88382877842594,9.033077059232937,191.91690583765887,37.0535947401738,1372.9688831690353,51.728052704150166,31.03985210528564,82.7679048094358,0.6145686100398424,6.303780748177103
eccentricity,0.7878257607706088,0.8243284735161558,0.37087797369788017,0.5966531338549526,0.37087797369788017,0.9675311075528328,0.1498969677639273,0.02246910094481986,0.24557786659282743,0.6691998374746335,0.914777704067461,0.1902666493379274,6.303780748177103
orientation,0.10117269965780279,0.05919706040968858,-1.5653695086395196,3.114710504432922,-1.5653695086395196,1.5493409957934026,0.9536239981047231,0.9093987297612369,1.6211911273367794,-0.6222946401772398,0.9988964871595396,9.425704773423789,6.303780748177103
equivalent_diameter,76.25296736273934,67.07927065117856,20.37341629633241,158.33623748933238,14.228319915326999,172.56455740465938,43.00975530237025,1849.8390511697662,59.61305939389052,39.11198931399696,98.72504870788748,0.5640404142932642,6.253147836784699
feret_diameter_max,119.01362962812773,109.38464243210744,21.840329667841555,322.0855344366192,21.840329667841555,343.92586410446074,73.24769154839773,5365.224317169215,100.08604051803137,63.07036948550292,163.1564100035343,0.6154563286345343,6.303780748177103
solidity,0.863133638357657,0.8700787401574803,0.6352859135285913,0.34630917849594856,0.6352859135285913,0.9815950920245399,0.08823934923380794,0.007786182753205923,0.12396685961413423,0.8138924018531641,0.9378592614672984,0.10223138725273985,6.303780748177103
extent,0.5855128683612627,0.596213177803136,0.3483739837398374,0.4985647917703667,0.3483739837398374,0.8469387755102041,0.10800871573427248,0.01166588267456688,0.13307206280315587,0.5213263157894736,0.6543983785926295,0.18446856007890652,6.303780748177103
circularity,0.5758062031149808,0.5869774746359238,0.2859999981273654,0.5983322113938061,0.2859999981273654,0.8843322095211714,0.15537190279915605,0.0241404281794304,0.23207446899751039,0.4606499953150208,0.6927244643125312,0.2698336731327821,6.303780748177103
