Metric,Mean,Median,Mode,Range,Min,Max,Std Dev,Variance,IQR,Q1,Q3,Coeff of Variation,Entropy
area,13430.6875,12247.5,1672.0,29658.0,1672.0,31330.0,8769.79178571782,76909247.96484375,11346.0,6778.75,18124.75,0.6529667067093788,4.0
area_convex,14392.875,12981.5,1962.0,37311.0,1962.0,39273.0,10002.951951018009,100059047.734375,11624.25,7150.25,18774.5,0.6949933179450255,4.0
equivalent_diameter_area,13430.6875,12247.5,1672.0,29658.0,1672.0,31330.0,8769.79178571782,76909247.96484374,11346.0,6778.75,18124.75,0.6529667067093788,4.0
major_axis_length,151.7572877340472,163.00143312284283,56.60746050871612,204.71187943916166,56.60746050871612,261.3193399478778,53.124337938148855,2822.1952813666417,79.61759803245043,109.89325608235269,189.51085411480312,0.35006119792578666,4.0
minor_axis_length,107.86487467046499,104.2934234627443,31.648207287077003,152.80278128638946,31.648207287077003,184.45098857346647,46.43402716280056,2156.1188785557,57.780954811999536,80.70100264049402,138.48195745249356,0.4304832996344721,4.0
eccentricity,0.6339645149406448,0.6045106987503059,0.255002812329305,0.7334598958586809,0.255002812329305,0.9884627081879859,0.1766608907925599,0.031209070335620776,0.16461673858210135,0.5476523710257489,0.7122691096078503,0.27866053482362474,4.0
orientation,-0.4505088295343051,-0.839903524992354,-1.5638942523007888,3.105570042708011,-1.5638942523007888,1.5416757904072222,0.9818580384710023,0.9640452077101241,1.400525009400771,-1.257684116916993,0.14284089248377813,-2.179442386259016,4.0
equivalent_diameter,122.77298685434833,123.35121863655593,46.13953314455178,153.58676691769,46.13953314455178,199.7263000622418,45.02528330662952,2027.2761368422505,59.583440878784955,92.2966123169619,151.88005319574685,0.36673607493190047,4.0
feret_diameter_max,156.73430364429817,175.48074522385798,66.48308055437865,202.07789948553705,66.48308055437865,268.5609800399157,51.91081834393432,2694.7330611369475,82.77265947932929,114.2976557073062,197.0703151866355,0.33120266040638885,4.0
solidity,0.9415166848523447,0.9650322721632365,0.7909375575612452,0.19861658256614334,0.7909375575612452,0.9895541401273885,0.06467914397869758,0.004183391665817091,0.041686561395750554,0.9439054506603608,0.9855920120561114,0.06869675813428736,4.0
extent,0.7068833549330931,0.7042327993323007,0.5869019519688284,0.24159295453076501,0.5869019519688284,0.8284949064995935,0.06961584560167704,0.004846365958836536,0.07808284102482788,0.6807563682025524,0.7588392092273802,0.09848279085347288,4.0
circularity,0.713430053656567,0.7762560179852165,0.2698065442728811,0.6275521149800211,0.2698065442728811,0.8973586592529021,0.17785803833806751,0.03163348180146549,0.1535508255117355,0.6842530831281466,0.8378039086398821,0.249299896221761,4.0
